,0,1,Exist,Pred,True
952,7417,9159,left_only,1,
953,7436,5801,left_only,1,
954,7438,17211,left_only,1,
955,7450,8339,left_only,1,
956,7491,13748,left_only,1,
957,7494,23980,left_only,1,
958,7511,17470,left_only,1,
959,7512,10945,left_only,1,
960,7514,26404,left_only,1,
961,7525,30084,left_only,1,
962,7527,15559,left_only,1,
963,7529,17581,left_only,1,
964,7532,11379,left_only,1,
965,7539,26891,left_only,1,
966,7542,986,left_only,1,
967,7545,8870,left_only,1,
968,7546,3092,left_only,1,
969,7546,4728,left_only,1,
970,7555,9024,left_only,1,
971,7556,32805,left_only,1,
972,7562,31270,left_only,1,
973,7578,23509,left_only,1,
974,7583,7772,both,,
975,7598,23464,left_only,1,
976,7608,24138,left_only,1,
977,7610,12922,left_only,1,
978,7614,15653,left_only,1,
979,7622,29170,left_only,1,
980,7626,7426,left_only,1,
981,7636,21024,left_only,1,
982,7637,14186,left_only,1,
983,7640,28153,left_only,1,
984,7644,18247,left_only,1,
985,7645,2539,left_only,1,
986,7652,12923,left_only,1,
987,7652,21475,left_only,1,
988,7654,12934,left_only,1,
989,7668,26419,left_only,1,
990,7672,2956,left_only,1,
991,7672,5696,left_only,1,
992,7676,24400,left_only,1,
993,7690,2520,left_only,1,
994,7696,4846,left_only,1,
995,7706,6782,left_only,1,
996,7709,18797,left_only,1,
997,7710,1738,left_only,1,
998,7725,22614,left_only,1,
999,7727,18955,left_only,1,
1000,7738,19155,left_only,1,
1001,7757,34727,left_only,1,
1002,7764,31715,both,,
1003,7773,2830,left_only,1,
1004,7787,14780,left_only,1,
1005,7789,28627,left_only,1,
1006,7794,32492,left_only,1,
1007,7820,1650,left_only,1,
1008,7822,9334,left_only,1,
1009,7823,27049,left_only,1,
1010,7824,32188,left_only,1,
1011,7831,17010,left_only,1,
1012,7832,15807,left_only,1,
1013,7834,4193,left_only,1,
1014,7846,34545,left_only,1,
1015,7852,14538,left_only,1,
1016,7856,29100,left_only,1,
1017,7857,14065,left_only,1,
1018,7866,2176,left_only,1,
1019,7868,5639,left_only,1,
1020,7883,23774,left_only,1,
1021,7924,11771,left_only,1,
1022,7925,13619,left_only,1,
1023,7943,11456,left_only,1,
1024,7944,24683,left_only,1,
1025,7964,16715,left_only,1,
1026,7971,16790,left_only,1,
1027,7987,13001,left_only,1,
1028,7991,23171,left_only,1,
1029,8003,12459,left_only,1,
1030,8019,3502,left_only,1,
1031,8021,32579,left_only,1,
1032,8029,17297,left_only,1,
1033,8030,23146,left_only,1,
1034,8050,33501,left_only,1,
1035,8056,21818,left_only,1,
1036,8078,16456,left_only,1,
1037,8094,27109,left_only,1,
1038,8105,33363,left_only,1,
1039,8106,11537,left_only,1,
1040,8123,23277,left_only,1,
1041,8123,24778,left_only,1,
1042,8142,14618,left_only,1,
1043,8147,2246,left_only,1,
1044,8165,8811,left_only,1,
1045,8174,30074,left_only,1,
1046,8190,6452,left_only,1,
1047,8194,7521,left_only,1,
1048,8209,11702,left_only,1,
1049,8213,30916,left_only,1,
1050,8215,29453,left_only,1,
1051,8219,6597,left_only,1,
1052,8227,6348,left_only,1,
1053,8261,33765,left_only,1,
1054,8269,33681,left_only,1,
1055,8271,28971,left_only,1,
1056,8276,13358,left_only,1,
1057,8281,21336,left_only,1,
1058,8281,27146,left_only,1,
1059,8301,1537,left_only,1,
1060,8302,455,left_only,1,
1061,8313,29792,left_only,1,
1062,8326,9354,left_only,1,
1063,8331,3933,left_only,1,
1064,8337,26727,left_only,1,
1065,8342,7010,left_only,1,
1066,8343,8738,left_only,1,
1067,8345,24340,left_only,1,
1068,8352,33800,left_only,1,
1069,8353,19594,left_only,1,
1070,8357,2287,left_only,1,
1071,8359,20636,left_only,1,
1072,8363,11554,left_only,1,
1073,8366,1513,left_only,1,
1074,8375,32679,left_only,1,
1075,8377,30433,left_only,1,
1076,8381,22811,left_only,1,
1077,8398,663,left_only,1,
1078,8408,24116,left_only,1,
1079,8409,5911,left_only,1,
1080,8424,22539,left_only,1,
1081,8429,25527,left_only,1,
1082,8466,6050,left_only,1,
1083,8472,19642,both,,
1084,8475,3963,left_only,1,
1085,8502,11068,left_only,1,
1086,8513,21834,left_only,1,
1087,8518,5051,left_only,1,
1088,8527,9416,left_only,1,
1089,8546,30199,left_only,1,
1090,8563,18797,left_only,1,
1091,8571,33962,left_only,1,
1092,8572,25078,left_only,1,
1093,8587,32069,left_only,1,
1094,8589,15702,left_only,1,
1095,8599,16102,left_only,1,
1096,8603,34890,left_only,1,
1097,8617,6636,left_only,1,
1098,8620,24979,left_only,1,
1099,8649,33689,left_only,1,
1100,8658,11753,left_only,1,
1101,8666,33730,left_only,1,
1102,8682,29919,left_only,1,
1103,8699,9763,left_only,1,
1104,8712,26977,left_only,1,
1105,8716,22450,left_only,1,
1106,8718,10077,left_only,1,
1107,8724,29443,left_only,1,
1108,8725,24754,left_only,1,
1109,8727,6354,left_only,1,
1110,8734,15206,left_only,1,
1111,8735,14047,left_only,1,
1112,8740,421,left_only,1,
1113,8745,26756,left_only,1,
1114,8766,20049,left_only,1,
1115,8790,5854,left_only,1,
1116,8793,6806,left_only,1,
1117,8796,10525,left_only,1,
1118,8798,4082,left_only,1,
1119,8802,9854,left_only,1,
1120,8802,32678,left_only,1,
1121,8814,34119,left_only,1,
1122,8818,10904,left_only,1,
1123,8818,32732,left_only,1,
1124,8834,29270,left_only,1,
1125,8842,17821,left_only,1,
1126,8845,28432,left_only,1,
1127,8847,32455,left_only,1,
1128,8849,3806,left_only,1,
1129,8854,33554,left_only,1,
1130,8855,16589,left_only,1,
1131,8859,26683,left_only,1,
1132,8871,23500,left_only,1,
1133,8876,7625,left_only,1,
1134,8885,27865,left_only,1,
1135,8886,17690,left_only,1,
1136,8887,9169,left_only,1,
1137,8887,33831,left_only,1,
1138,8897,16734,left_only,1,
1139,8898,26969,left_only,1,
1140,8907,15481,left_only,1,
1141,8909,34158,left_only,1,
1142,8911,22832,left_only,1,
1143,8926,4961,left_only,1,
1144,8940,4443,left_only,1,
1145,8950,5295,left_only,1,
1146,8958,12507,left_only,1,
1147,8969,19633,left_only,1,
1148,8975,20617,left_only,1,
1149,8978,31600,left_only,1,
1150,8982,12513,left_only,1,
1151,8984,24294,left_only,1,
1152,8990,18761,left_only,1,
1153,8994,7967,left_only,1,
1154,9008,13352,left_only,1,
1155,9052,29854,left_only,1,
1156,9068,14701,left_only,1,
1157,9082,30865,left_only,1,
1158,9084,6690,left_only,1,
1159,9105,32584,left_only,1,
1160,9110,30886,left_only,1,
1161,9126,3048,left_only,1,
1162,9128,15655,left_only,1,
1163,9128,26237,left_only,1,
1164,9128,32028,left_only,1,
1165,9143,13596,left_only,1,
1166,9143,34860,left_only,1,
1167,9148,4821,left_only,1,
1168,9168,29901,left_only,1,
1169,9177,18238,left_only,1,
1170,9182,25948,left_only,1,
1171,9186,32300,left_only,1,
1172,9189,16710,left_only,1,
1173,9203,6699,left_only,1,
1174,9208,3314,left_only,1,
1175,9229,27012,left_only,1,
1176,9230,24839,left_only,1,
1177,9265,30029,left_only,1,
1178,9269,29626,left_only,1,
1179,9271,19207,both,,
1180,9284,12820,left_only,1,
1181,9300,1809,left_only,1,
1182,9300,11992,left_only,1,
1183,9300,34819,left_only,1,
1184,9310,32332,left_only,1,
1185,9322,6011,left_only,1,
1186,9325,27567,left_only,1,
1187,9326,20533,left_only,1,
1188,9351,33740,both,,
1189,9352,25539,left_only,1,
1190,9370,24434,left_only,1,
1191,9372,31339,left_only,1,
1192,9378,15491,left_only,1,
1193,9381,3879,left_only,1,
1194,9387,25904,left_only,1,
1195,9394,27554,left_only,1,
1196,9395,11625,left_only,1,
1197,9399,12906,left_only,1,
1198,9402,20295,left_only,1,
1199,9404,9846,left_only,1,
1200,9404,25080,left_only,1,
1201,9411,25130,left_only,1,
1202,9420,12056,left_only,1,
1203,9421,30253,left_only,1,
1204,9422,18762,left_only,1,
1205,9427,6030,left_only,1,
1206,9435,11478,left_only,1,
1207,9441,19596,left_only,1,
1208,9449,26624,left_only,1,
1209,9456,28699,left_only,1,
1210,9459,8136,left_only,1,
1211,9479,17262,left_only,1,
1212,9500,29015,left_only,1,
1213,9524,13815,left_only,1,
1214,9532,8270,left_only,1,
1215,9532,34528,left_only,1,
1216,9533,1980,left_only,1,
1217,9561,27074,both,,
1218,9563,29126,left_only,1,
1219,9572,5153,left_only,1,
1220,9580,5030,left_only,1,
1221,9586,28376,left_only,1,
1222,9597,10314,left_only,1,
1223,9601,24544,left_only,1,
1224,9602,32005,left_only,1,
1225,9608,8383,left_only,1,
1226,9624,7090,left_only,1,
1227,9678,21799,left_only,1,
1228,9682,11833,left_only,1,
1229,9682,28928,left_only,1,
1230,9697,34835,left_only,1,
1231,9704,34842,left_only,1,
1232,9710,14327,left_only,1,
1233,9725,25945,left_only,1,
1234,9733,5274,left_only,1,
1235,9735,5904,left_only,1,
1236,9735,23190,left_only,1,
1237,9738,20085,left_only,1,
1238,9741,15878,both,,
1239,9741,33740,both,,
1240,9745,16256,left_only,1,
1241,9759,26180,left_only,1,
1242,9760,20316,left_only,1,
1243,9777,19946,left_only,1,
1244,9804,15878,left_only,1,
1245,9806,13091,left_only,1,
1246,9841,2510,left_only,1,
1247,9868,5478,left_only,1,
1248,9869,30343,left_only,1,
1249,9884,14114,left_only,1,
1250,9884,14813,left_only,1,
1251,9900,14451,left_only,1,
1252,9905,14327,left_only,1,
1253,9907,15543,left_only,1,
1254,9907,32442,left_only,1,
1255,9944,20585,left_only,1,
1256,9960,4819,left_only,1,
1257,9965,22234,left_only,1,
1258,9966,11506,left_only,1,
1259,9973,1053,left_only,1,
1260,9975,5085,left_only,1,
1261,9981,27369,left_only,1,
1262,9997,12310,left_only,1,
1263,10001,10008,left_only,1,
1264,10005,28669,left_only,1,
1265,10012,10308,left_only,1,
1266,10023,9863,left_only,1,
1267,10024,25012,both,,
1268,10027,6629,left_only,1,
1269,10032,7579,left_only,1,
1270,10038,30959,left_only,1,
1271,10041,14946,left_only,1,
1272,10045,29805,left_only,1,
1273,10061,24165,left_only,1,
1274,10064,14581,left_only,1,
1275,10070,16341,left_only,1,
1276,10072,11870,left_only,1,
1277,10074,19448,left_only,1,
1278,10100,26511,left_only,1,
1279,10115,1935,left_only,1,
1280,10119,25973,left_only,1,
1281,10136,20748,left_only,1,
1282,10143,15231,left_only,1,
1283,10152,10520,left_only,1,
1284,10157,3627,left_only,1,
1285,10181,13693,left_only,1,
1286,10182,18388,left_only,1,
1287,10185,28230,left_only,1,
1288,10211,19642,both,,
1289,10211,24469,both,,
1290,10211,33190,both,,
1291,10217,31376,left_only,1,
1292,10238,580,left_only,1,
1293,10239,5742,left_only,1,
1294,10244,9348,left_only,1,
1295,10246,22179,left_only,1,
1296,10253,26323,both,,
1297,10253,34898,both,,
1298,10259,668,left_only,1,
1299,10260,25958,left_only,1,
1300,10264,28149,left_only,1,
1301,10266,2121,left_only,1,
1302,10276,27786,left_only,1,
1303,10289,8459,left_only,1,
1304,10304,22104,left_only,1,
1305,10330,18406,left_only,1,
1306,10332,28506,left_only,1,
1307,10336,22179,left_only,1,
1308,10342,23758,left_only,1,
1309,10344,11282,left_only,1,
1310,10352,28634,left_only,1,
1311,10355,29946,left_only,1,
1312,10388,32705,left_only,1,
1313,10390,6452,left_only,1,
1314,10395,10710,left_only,1,
1315,10421,33432,left_only,1,
1316,10426,7084,left_only,1,
1317,10440,27715,left_only,1,
1318,10449,2757,left_only,1,
1319,10452,14033,left_only,1,
1320,10457,19925,left_only,1,
1321,10463,13388,left_only,1,
1322,10467,26397,left_only,1,
1323,10481,446,left_only,1,
1324,10489,4825,left_only,1,
1325,10502,22940,left_only,1,
1326,10507,32057,left_only,1,
1327,10515,33674,left_only,1,
1328,10522,8687,left_only,1,
1329,10540,20613,left_only,1,
1330,10540,28597,left_only,1,
1331,10549,33948,left_only,1,
1332,10551,18459,left_only,1,
1333,10571,23292,left_only,1,
1334,10577,25068,left_only,1,
1335,10585,10348,left_only,1,
1336,10598,24213,left_only,1,
1337,10611,12872,left_only,1,
1338,10617,4674,left_only,1,
1339,10638,7047,left_only,1,
1340,10642,34799,left_only,1,
1341,10661,6967,left_only,1,
1342,10661,16208,left_only,1,
1343,10670,4162,left_only,1,
1344,10671,21022,left_only,1,
1345,10672,10057,left_only,1,
1346,10685,15268,left_only,1,
1347,10686,5281,left_only,1,
1348,10687,18561,left_only,1,
1349,10687,32132,left_only,1,
1350,10688,6497,both,,
1351,10696,32650,left_only,1,
1352,10700,6898,left_only,1,
1353,10700,9838,left_only,1,
1354,10709,29752,left_only,1,
1355,10715,22616,left_only,1,
1356,10730,21236,left_only,1,
1357,10732,595,left_only,1,
1358,10732,30344,left_only,1,
1359,10733,19449,left_only,1,
1360,10742,29661,left_only,1,
1361,10753,5144,left_only,1,
1362,10776,19923,left_only,1,
1363,10783,102,left_only,1,
1364,10787,26111,left_only,1,
1365,10791,26485,left_only,1,
1366,10791,34201,left_only,1,
1367,10801,32655,left_only,1,
1368,10805,15575,left_only,1,
1369,10807,32905,left_only,1,
1370,10809,27910,left_only,1,
1371,10822,32290,left_only,1,
1372,10826,18671,left_only,1,
1373,10857,32790,left_only,1,
1374,10863,26162,left_only,1,
1375,10881,29299,left_only,1,
1376,10882,2865,left_only,1,
1377,10891,25277,left_only,1,
1378,10897,17661,left_only,1,
1379,10913,22595,left_only,1,
1380,10925,11427,left_only,1,
1381,10937,4339,left_only,1,
1382,10946,20853,left_only,1,
1383,10964,32619,left_only,1,
1384,10967,17823,left_only,1,
1385,10972,24136,left_only,1,
1386,10994,16666,left_only,1,
1387,10998,3811,left_only,1,
1388,11030,34527,left_only,1,
1389,11038,23197,left_only,1,
1390,11049,4036,left_only,1,
1391,11055,11560,left_only,1,
1392,11058,33140,left_only,1,
1393,11075,20579,left_only,1,
1394,11079,12225,left_only,1,
1395,11091,6939,left_only,1,
1396,11093,14819,left_only,1,
1397,11103,20065,left_only,1,
1398,11106,4318,left_only,1,
1399,11115,28516,left_only,1,
1400,11118,14756,left_only,1,
1401,11129,5514,left_only,1,
1402,11133,19022,left_only,1,
1403,11144,28938,left_only,1,
1404,11145,10152,left_only,1,
1405,11155,5185,left_only,1,
1406,11172,356,left_only,1,
1407,11177,34922,left_only,1,
1408,11200,21912,left_only,1,
1409,11218,30153,both,,
1410,11233,9800,left_only,1,
1411,11234,10058,left_only,1,
1412,11256,20751,left_only,1,
1413,11256,22259,left_only,1,
1414,11259,21117,left_only,1,
1415,11262,3428,left_only,1,
1416,11264,2349,left_only,1,
1417,11264,16584,left_only,1,
1418,11266,13613,left_only,1,
1419,11278,27771,left_only,1,
1420,11281,5303,left_only,1,
1421,11290,19234,left_only,1,
1422,11294,14118,left_only,1,
1423,11298,19232,left_only,1,
1424,11314,28308,left_only,1,
1425,11318,1827,left_only,1,
1426,11326,28208,left_only,1,
1427,11343,11105,left_only,1,
1428,11361,33992,left_only,1,
1429,11367,25979,left_only,1,
1430,11368,15722,left_only,1,
1431,11387,24049,left_only,1,
1432,11388,4668,left_only,1,
1433,11412,17495,left_only,1,
1434,11425,15399,left_only,1,
1435,11426,13524,left_only,1,
1436,11434,33439,left_only,1,
1437,11436,7120,left_only,1,
1438,11440,11039,left_only,1,
1439,11443,24198,left_only,1,
1440,11463,26735,left_only,1,
1441,11477,2041,left_only,1,
1442,11477,32989,left_only,1,
1443,11479,12856,left_only,1,
1444,11488,8215,both,,
1445,11507,18395,left_only,1,
1446,11516,14749,left_only,1,
1447,11528,9820,left_only,1,
1448,11542,7165,left_only,1,
1449,11542,33729,left_only,1,
1450,11561,25189,left_only,1,
1451,11564,25322,left_only,1,
1452,11572,26737,left_only,1,
1453,11583,22868,left_only,1,
1454,11587,16657,left_only,1,
1455,11601,7512,left_only,1,
1456,11604,2288,left_only,1,
1457,11605,14234,left_only,1,
1458,11621,14580,left_only,1,
1459,11637,3663,left_only,1,
1460,11640,34601,left_only,1,
1461,11650,30153,both,,
1462,11650,31694,left_only,1,
1463,11652,12021,left_only,1,
1464,11655,13087,left_only,1,
1465,11674,31334,left_only,1,
1466,11678,20084,left_only,1,
1467,11680,23319,left_only,1,
1468,11681,1763,left_only,1,
1469,11684,12725,left_only,1,
1470,11686,18428,left_only,1,
1471,11695,23416,left_only,1,
1472,11697,27923,left_only,1,
1473,11708,19310,left_only,1,
1474,11720,23283,left_only,1,
1475,11722,7136,left_only,1,
1476,11731,6606,left_only,1,
1477,11732,30153,both,,
1478,11740,1809,left_only,1,
1479,11741,28873,left_only,1,
1480,11743,5690,left_only,1,
1481,11753,24556,left_only,1,
1482,11769,22464,left_only,1,
1483,11774,31886,left_only,1,
1484,11775,15638,left_only,1,
1485,11787,3962,left_only,1,
1486,11792,32115,left_only,1,
1487,11797,13035,left_only,1,
1488,11799,32669,left_only,1,
1489,11801,6995,left_only,1,
1490,11803,8143,left_only,1,
1491,11805,32511,left_only,1,
1492,11822,14438,left_only,1,
1493,11849,31036,left_only,1,
1494,11860,21671,left_only,1,
1495,11863,13936,left_only,1,
1496,11871,21551,left_only,1,
1497,11885,9801,left_only,1,
1498,11890,14864,left_only,1,
1499,11893,30733,left_only,1,
1500,11899,24860,left_only,1,
1501,11904,3234,left_only,1,
1502,11904,32597,left_only,1,
1503,11912,24538,left_only,1,
1504,11933,5051,left_only,1,
1505,11949,17620,left_only,1,
1506,11956,19140,left_only,1,
1507,11969,8228,left_only,1,
1508,11990,29463,left_only,1,
1509,11992,30655,left_only,1,
1510,11999,1029,left_only,1,
1511,12001,24758,left_only,1,
1512,12008,26614,left_only,1,
1513,12009,27644,left_only,1,
1514,12014,28763,left_only,1,
1515,12019,23461,left_only,1,
1516,12022,22382,left_only,1,
1517,12029,25520,left_only,1,
1518,12038,1994,left_only,1,
1519,12039,1120,left_only,1,
1520,12042,14011,left_only,1,
1521,12070,2122,left_only,1,
1522,12081,7447,left_only,1,
1523,12083,11378,left_only,1,
1524,12083,31358,left_only,1,
1525,12086,31940,left_only,1,
1526,12102,20481,left_only,1,
1527,12102,32511,left_only,1,
1528,12114,5478,left_only,1,
1529,12116,10262,left_only,1,
1530,12138,649,left_only,1,
1531,12164,32474,left_only,1,
1532,12169,2126,left_only,1,
1533,12171,17731,left_only,1,
1534,12179,4834,left_only,1,
1535,12179,26518,left_only,1,
1536,12184,11487,left_only,1,
1537,12186,8218,left_only,1,
1538,12190,23850,both,,
1539,12202,32114,left_only,1,
1540,12204,4087,left_only,1,
1541,12213,24486,left_only,1,
1542,12214,28232,left_only,1,
1543,12232,8987,left_only,1,
1544,12234,3386,left_only,1,
1545,12237,23769,left_only,1,
1546,12239,16437,left_only,1,
1547,12252,27887,left_only,1,
1548,12271,19789,left_only,1,
1549,12274,24448,left_only,1,
1550,12278,3792,left_only,1,
1551,12278,19220,left_only,1,
1552,12286,33824,left_only,1,
1553,12290,22989,left_only,1,
1554,12304,14241,left_only,1,
1555,12315,24456,left_only,1,
1556,12317,10417,left_only,1,
1557,12328,11144,left_only,1,
1558,12336,20335,left_only,1,
1559,12343,13263,left_only,1,
1560,12346,21550,left_only,1,
1561,12358,25446,left_only,1,
1562,12362,2758,left_only,1,
1563,12364,20441,left_only,1,
1564,12368,5703,left_only,1,
1565,12400,4211,left_only,1,
1566,12407,5364,left_only,1,
1567,12415,17845,left_only,1,
1568,12420,34040,left_only,1,
1569,12428,4152,left_only,1,
1570,12429,14451,left_only,1,
1571,12441,24967,left_only,1,
1572,12443,17304,left_only,1,
1573,12451,32806,left_only,1,
1574,12470,21625,left_only,1,
1575,12471,34514,left_only,1,
1576,12473,8565,left_only,1,
1577,12474,7496,left_only,1,
1578,12475,939,left_only,1,
1579,12494,8721,left_only,1,
1580,12496,2373,left_only,1,
1581,12500,24979,left_only,1,
1582,12509,16311,left_only,1,
1583,12526,13688,left_only,1,
1584,12526,15878,both,,
1585,12528,12120,left_only,1,
1586,12544,1397,left_only,1,
1587,12546,17097,left_only,1,
1588,12555,15441,left_only,1,
1589,12559,34680,left_only,1,
1590,12568,23308,left_only,1,
1591,12577,25733,left_only,1,
1592,12584,27768,left_only,1,
1593,12592,6411,left_only,1,
1594,12602,27580,left_only,1,
1595,12629,19321,left_only,1,
1596,12630,639,both,,
1597,12631,28533,left_only,1,
1598,12633,3363,left_only,1,
1599,12640,17834,left_only,1,
1600,12661,33080,left_only,1,
1601,12665,25396,left_only,1,
1602,12665,28249,left_only,1,
1603,12674,28315,left_only,1,
1604,12706,3961,left_only,1,
1605,12707,13288,left_only,1,
1606,12715,7700,both,,
1607,12718,7279,left_only,1,
1608,12734,29728,left_only,1,
1609,12743,9361,left_only,1,
1610,12744,23400,left_only,1,
1611,12744,34909,left_only,1,
1612,12746,21058,left_only,1,
1613,12748,29427,both,,
1614,12753,23459,left_only,1,
1615,12755,1317,left_only,1,
1616,12756,17913,left_only,1,
1617,12759,9109,left_only,1,
1618,12760,20012,left_only,1,
1619,12765,9337,left_only,1,
1620,12785,16490,left_only,1,
1621,12789,34915,left_only,1,
1622,12794,15520,left_only,1,
1623,12805,7453,left_only,1,
1624,12809,31071,left_only,1,
1625,12813,5490,left_only,1,
1626,12817,29918,left_only,1,
1627,12843,7136,left_only,1,
1628,12864,13728,left_only,1,
1629,12891,28478,left_only,1,
1630,12892,19212,left_only,1,
1631,12905,9789,left_only,1,
1632,12914,5949,left_only,1,
1633,12947,7713,left_only,1,
1634,12951,14772,left_only,1,
1635,12970,33837,left_only,1,
1636,12971,27631,left_only,1,
1637,12981,17591,left_only,1,
1638,12981,32754,left_only,1,
1639,13003,29125,left_only,1,
1640,13007,5719,left_only,1,
1641,13013,21818,left_only,1,
1642,13024,2947,left_only,1,
1643,13024,33575,left_only,1,
1644,13039,12637,left_only,1,
1645,13043,33991,left_only,1,
1646,13054,4376,left_only,1,
1647,13065,28939,left_only,1,
1648,13081,33251,left_only,1,
1649,13108,1880,left_only,1,
1650,13114,5154,left_only,1,
1651,13121,32474,left_only,1,
1652,13128,1664,left_only,1,
1653,13132,28605,left_only,1,
1654,13133,10404,left_only,1,
1655,13136,19155,left_only,1,
1656,13140,1243,left_only,1,
1657,13147,33530,left_only,1,
1658,13161,12103,left_only,1,
1659,13189,11213,left_only,1,
1660,13194,23028,left_only,1,
1661,13205,31616,left_only,1,
1662,13206,31736,left_only,1,
1663,13216,29058,left_only,1,
1664,13222,11611,left_only,1,
1665,13223,2469,left_only,1,
1666,13223,34890,left_only,1,
1667,13233,30403,left_only,1,
1668,13267,32825,left_only,1,
1669,13297,20525,left_only,1,
1670,13302,5126,both,,
1671,13302,14501,both,,
1672,13302,17604,both,,
1673,13302,20670,both,,
1674,13302,25010,both,,
1675,13302,25024,both,,
1676,13302,27046,both,,
1677,13302,27456,both,,
1678,13302,30081,both,,
1679,13303,19403,left_only,1,
1680,13303,27826,left_only,1,
1681,13326,5882,left_only,1,
1682,13326,23375,left_only,1,
1683,13333,32346,left_only,1,
1684,13336,30079,left_only,1,
1685,13338,9185,left_only,1,
1686,13343,13876,left_only,1,
1687,13350,19151,left_only,1,
1688,13355,22317,both,,
1689,13355,32926,both,,
1690,13374,17351,left_only,1,
1691,13382,17074,left_only,1,
1692,13404,23006,left_only,1,
1693,13426,31307,left_only,1,
1694,13436,29557,left_only,1,
1695,13438,13780,left_only,1,
1696,13441,5975,left_only,1,
1697,13444,17661,left_only,1,
1698,13446,19618,left_only,1,
1699,13450,34202,left_only,1,
1700,13453,19635,left_only,1,
1701,13456,29551,left_only,1,
1702,13462,33799,left_only,1,
1703,13466,15940,left_only,1,
1704,13480,20065,left_only,1,
1705,13495,10006,left_only,1,
1706,13497,30096,left_only,1,
1707,13500,14266,left_only,1,
1708,13503,7021,left_only,1,
1709,13506,11580,left_only,1,
1710,13507,8557,left_only,1,
1711,13508,1704,left_only,1,
1712,13509,22979,left_only,1,
1713,13514,3045,left_only,1,
1714,13523,13225,left_only,1,
1715,13538,19669,left_only,1,
1716,13551,12555,left_only,1,
1717,13561,25929,left_only,1,
1718,13567,25829,left_only,1,
1719,13571,17348,left_only,1,
1720,13577,34127,left_only,1,
1721,13580,11377,left_only,1,
1722,13596,4373,left_only,1,
1723,13603,24243,left_only,1,
1724,13604,9694,both,,
1725,13605,9539,left_only,1,
1726,13613,12784,left_only,1,
1727,13630,9336,left_only,1,
1728,13632,2727,left_only,1,
1729,13634,30689,left_only,1,
1730,13641,24807,left_only,1,
1731,13648,24139,left_only,1,
1732,13652,7922,both,,
1733,13652,25215,both,,
1734,13652,31759,both,,
1735,13662,14453,left_only,1,
1736,13665,28158,left_only,1,
1737,13666,12907,left_only,1,
1738,13668,6589,left_only,1,
1739,13678,18649,left_only,1,
1740,13682,28780,left_only,1,
1741,13686,31588,left_only,1,
1742,13694,8538,left_only,1,
1743,13707,27883,left_only,1,
1744,13729,25306,left_only,1,
1745,13737,7048,left_only,1,
1746,13754,8287,both,,
1747,13756,29336,left_only,1,
1748,13762,18327,left_only,1,
1749,13764,13185,left_only,1,
1750,13781,14541,left_only,1,
1751,13790,19541,left_only,1,
1752,13799,20425,left_only,1,
1753,13809,20730,left_only,1,
1754,13811,9284,left_only,1,
1755,13818,24926,left_only,1,
1756,13824,1582,left_only,1,
1757,13827,13897,left_only,1,
1758,13832,8362,left_only,1,
1759,13838,18118,left_only,1,
1760,13848,13703,left_only,1,
1761,13855,7173,left_only,1,
1762,13857,10886,left_only,1,
1763,13857,28182,left_only,1,
1764,13858,26447,left_only,1,
1765,13867,3404,left_only,1,
1766,13871,2393,left_only,1,
1767,13872,26856,left_only,1,
1768,13876,3792,left_only,1,
1769,13887,33809,left_only,1,
1770,13895,16348,left_only,1,
1771,13897,16138,left_only,1,
1772,13908,25973,left_only,1,
1773,13909,32926,both,,
1774,13910,9125,left_only,1,
1775,13913,5134,left_only,1,
1776,13930,34770,left_only,1,
1777,13936,8215,left_only,1,
1778,13936,32241,left_only,1,
1779,13940,24668,left_only,1,
1780,13947,1716,left_only,1,
1781,13949,21458,left_only,1,
1782,13959,30495,left_only,1,
1783,13967,18095,left_only,1,
1784,13969,25834,left_only,1,
1785,13985,25281,both,,
1786,13991,29952,left_only,1,
1787,14005,14443,left_only,1,
1788,14020,18485,left_only,1,
1789,14029,6627,left_only,1,
1790,14031,1540,left_only,1,
1791,14059,16715,left_only,1,
1792,14075,14651,left_only,1,
1793,14088,24858,left_only,1,
1794,14089,27733,left_only,1,
1795,14106,27010,left_only,1,
1796,14112,9024,left_only,1,
1797,14155,18767,left_only,1,
1798,14159,30408,left_only,1,
1799,14173,13471,left_only,1,
1800,14176,19445,left_only,1,
1801,14180,27302,left_only,1,
1802,14192,9264,left_only,1,
1803,14198,96,left_only,1,
1804,14198,9361,left_only,1,
1805,14204,12168,left_only,1,
1806,14217,14906,left_only,1,
1807,14230,24535,left_only,1,
1808,14238,13720,left_only,1,
1809,14249,31396,left_only,1,
1810,14258,4035,left_only,1,
1811,14274,14604,left_only,1,
1812,14312,21906,left_only,1,
1813,14325,18660,left_only,1,
1814,14325,34895,both,,
1815,14342,28567,left_only,1,
1816,14343,14755,left_only,1,
1817,14369,16625,left_only,1,
1818,14401,31559,left_only,1,
1819,14413,29384,left_only,1,
1820,14416,9453,left_only,1,
1821,14430,1764,left_only,1,
1822,14430,6159,left_only,1,
1823,14437,30501,left_only,1,
1824,14444,1471,left_only,1,
1825,14449,13450,left_only,1,
1826,14451,4921,left_only,1,
1827,14451,9375,left_only,1,
1828,14451,14313,left_only,1,
1829,14452,33508,left_only,1,
1830,14455,27009,left_only,1,
1831,14458,23717,left_only,1,
1832,14460,26696,left_only,1,
1833,14466,29042,left_only,1,
1834,14474,33271,left_only,1,
1835,14480,22536,left_only,1,
1836,14499,25107,left_only,1,
1837,14503,30171,left_only,1,
