0,1,Exist,Pred,True,Labels
6399,34835,left_only,1,,Pred
6402,11560,left_only,1,,Pred
6417,34199,left_only,1,,Pred
6429,21169,left_only,1,,Pred
6449,33544,left_only,1,,Pred
6452,13336,left_only,1,,Pred
6479,11238,both,1,1,Both
6486,11384,left_only,1,,Pred
6493,638,left_only,1,,Pred
6496,6263,left_only,1,,Pred
6519,28744,left_only,1,,Pred
6530,30354,left_only,1,,Pred
6531,2919,left_only,1,,Pred
6545,2534,left_only,1,,Pred
6554,30674,left_only,1,,Pred
6562,34073,left_only,1,,Pred
6566,4009,left_only,1,,Pred
6566,34838,left_only,1,,Pred
6569,1137,left_only,1,,Pred
6614,13803,left_only,1,,Pred
6622,17813,left_only,1,,Pred
6624,5772,left_only,1,,Pred
6639,8211,left_only,1,,Pred
6642,26041,left_only,1,,Pred
6669,9483,left_only,1,,Pred
6675,20948,left_only,1,,Pred
6676,9792,left_only,1,,Pred
6676,19618,left_only,1,,Pred
6700,26573,left_only,1,,Pred
6701,4297,left_only,1,,Pred
6712,10380,left_only,1,,Pred
6724,28273,left_only,1,,Pred
6727,17418,left_only,1,,Pred
6731,12627,left_only,1,,Pred
6732,16883,left_only,1,,Pred
6740,7491,left_only,1,,Pred
6741,24083,left_only,1,,Pred
6745,20572,left_only,1,,Pred
6748,11903,left_only,1,,Pred
6767,25682,left_only,1,,Pred
6779,16976,left_only,1,,Pred
6788,6150,left_only,1,,Pred
6803,6400,both,1,1,Both
6812,5969,left_only,1,,Pred
6812,30540,left_only,1,,Pred
6824,22193,left_only,1,,Pred
6825,2911,left_only,1,,Pred
6832,22474,left_only,1,,Pred
6833,32635,left_only,1,,Pred
6846,23627,left_only,1,,Pred
6846,34200,left_only,1,,Pred
6852,26856,left_only,1,,Pred
6863,132,left_only,1,,Pred
6871,27851,left_only,1,,Pred
6882,23561,left_only,1,,Pred
6884,28990,left_only,1,,Pred
6888,26067,left_only,1,,Pred
6894,11238,both,1,1,Both
6896,4697,left_only,1,,Pred
6899,9475,left_only,1,,Pred
6914,21655,left_only,1,,Pred
6918,8165,left_only,1,,Pred
6918,24252,left_only,1,,Pred
6919,294,left_only,1,,Pred
6963,16190,left_only,1,,Pred
6967,7758,left_only,1,,Pred
6967,11511,left_only,1,,Pred
6977,11236,left_only,1,,Pred
6979,32005,left_only,1,,Pred
6992,662,left_only,1,,Pred
6992,21683,left_only,1,,Pred
7005,13646,left_only,1,,Pred
7024,22460,left_only,1,,Pred
7055,21766,left_only,1,,Pred
7057,15574,left_only,1,,Pred
7067,25012,left_only,1,,Pred
7073,19404,left_only,1,,Pred
7073,31628,left_only,1,,Pred
7089,21314,left_only,1,,Pred
7102,13923,left_only,1,,Pred
7117,9885,left_only,1,,Pred
7131,23079,left_only,1,,Pred
7133,4651,left_only,1,,Pred
7133,14851,left_only,1,,Pred
7146,9524,left_only,1,,Pred
7149,13473,left_only,1,,Pred
7164,31445,left_only,1,,Pred
7170,26118,left_only,1,,Pred
7176,30128,left_only,1,,Pred
7178,21654,left_only,1,,Pred
7179,32765,left_only,1,,Pred
7186,7742,left_only,1,,Pred
7201,23092,both,1,1,Both
7214,33830,left_only,1,,Pred
7228,22754,left_only,1,,Pred
7236,3260,left_only,1,,Pred
7239,18610,both,1,1,Both
7239,24937,both,1,1,Both
7243,14050,left_only,1,,Pred
7243,19044,left_only,1,,Pred
7247,26338,left_only,1,,Pred
7270,24971,left_only,1,,Pred
7271,11301,left_only,1,,Pred
7277,50,both,1,1,Both
7277,23376,both,1,1,Both
7278,236,left_only,1,,Pred
7316,11240,left_only,1,,Pred
7322,5459,left_only,1,,Pred
7327,27545,left_only,1,,Pred
7329,30608,left_only,1,,Pred
7330,24936,left_only,1,,Pred
7355,25040,left_only,1,,Pred
7386,25217,left_only,1,,Pred
7390,25820,left_only,1,,Pred
7397,11944,left_only,1,,Pred
7413,34199,both,1,1,Both
7415,3276,left_only,1,,Pred
7417,9159,left_only,1,,Pred
7436,5801,left_only,1,,Pred
7438,17211,left_only,1,,Pred
7450,8339,left_only,1,,Pred
7491,13748,left_only,1,,Pred
7494,23980,left_only,1,,Pred
7511,17470,left_only,1,,Pred
7512,10945,left_only,1,,Pred
7514,26404,left_only,1,,Pred
7525,30084,left_only,1,,Pred
7527,15559,left_only,1,,Pred
7529,17581,left_only,1,,Pred
7532,11379,left_only,1,,Pred
7539,26891,left_only,1,,Pred
7542,986,left_only,1,,Pred
7545,8870,left_only,1,,Pred
7546,3092,left_only,1,,Pred
7546,4728,left_only,1,,Pred
7555,9024,left_only,1,,Pred
7556,32805,left_only,1,,Pred
7562,31270,left_only,1,,Pred
7578,23509,left_only,1,,Pred
7583,7772,both,1,1,Both
7598,23464,left_only,1,,Pred
7608,24138,left_only,1,,Pred
7610,12922,left_only,1,,Pred
7614,15653,left_only,1,,Pred
7622,29170,left_only,1,,Pred
7626,7426,left_only,1,,Pred
7636,21024,left_only,1,,Pred
7637,14186,left_only,1,,Pred
7640,28153,left_only,1,,Pred
7644,18247,left_only,1,,Pred
7645,2539,left_only,1,,Pred
7652,12923,left_only,1,,Pred
7652,21475,left_only,1,,Pred
7654,12934,left_only,1,,Pred
7668,26419,left_only,1,,Pred
7672,2956,left_only,1,,Pred
7672,5696,left_only,1,,Pred
7676,24400,left_only,1,,Pred
7690,2520,left_only,1,,Pred
7696,4846,left_only,1,,Pred
7706,6782,left_only,1,,Pred
7709,18797,left_only,1,,Pred
7710,1738,left_only,1,,Pred
7725,22614,left_only,1,,Pred
7727,18955,left_only,1,,Pred
7738,19155,left_only,1,,Pred
7757,34727,left_only,1,,Pred
7764,31715,both,1,1,Both
7773,2830,left_only,1,,Pred
7787,14780,left_only,1,,Pred
7789,28627,left_only,1,,Pred
7794,32492,left_only,1,,Pred
7820,1650,left_only,1,,Pred
7822,9334,left_only,1,,Pred
7823,27049,left_only,1,,Pred
7824,32188,left_only,1,,Pred
7831,17010,left_only,1,,Pred
7832,15807,left_only,1,,Pred
7834,4193,left_only,1,,Pred
7846,34545,left_only,1,,Pred
7852,14538,left_only,1,,Pred
7856,29100,left_only,1,,Pred
7857,14065,left_only,1,,Pred
7866,2176,left_only,1,,Pred
7868,5639,left_only,1,,Pred
7883,23774,left_only,1,,Pred
7924,11771,left_only,1,,Pred
7925,13619,left_only,1,,Pred
7943,11456,left_only,1,,Pred
7944,24683,left_only,1,,Pred
7964,16715,left_only,1,,Pred
7971,16790,left_only,1,,Pred
7987,13001,left_only,1,,Pred
7991,23171,left_only,1,,Pred
8003,12459,left_only,1,,Pred
8019,3502,left_only,1,,Pred
8021,32579,left_only,1,,Pred
8029,17297,left_only,1,,Pred
8030,23146,left_only,1,,Pred
8050,33501,left_only,1,,Pred
8056,21818,left_only,1,,Pred
8078,16456,left_only,1,,Pred
8094,27109,left_only,1,,Pred
8105,33363,left_only,1,,Pred
8106,11537,left_only,1,,Pred
8123,23277,left_only,1,,Pred
8123,24778,left_only,1,,Pred
8142,14618,left_only,1,,Pred
8147,2246,left_only,1,,Pred
8165,8811,left_only,1,,Pred
8174,30074,left_only,1,,Pred
8190,6452,left_only,1,,Pred
8194,7521,left_only,1,,Pred
8209,11702,left_only,1,,Pred
8213,30916,left_only,1,,Pred
8215,29453,left_only,1,,Pred
8219,6597,left_only,1,,Pred
8227,6348,left_only,1,,Pred
8261,33765,left_only,1,,Pred
8269,33681,left_only,1,,Pred
8271,28971,left_only,1,,Pred
8276,13358,left_only,1,,Pred
8281,21336,left_only,1,,Pred
8281,27146,left_only,1,,Pred
8301,1537,left_only,1,,Pred
8302,455,left_only,1,,Pred
8313,29792,left_only,1,,Pred
8326,9354,left_only,1,,Pred
8331,3933,left_only,1,,Pred
8337,26727,left_only,1,,Pred
8342,7010,left_only,1,,Pred
8343,8738,left_only,1,,Pred
8345,24340,left_only,1,,Pred
8352,33800,left_only,1,,Pred
8353,19594,left_only,1,,Pred
8357,2287,left_only,1,,Pred
8359,20636,left_only,1,,Pred
8363,11554,left_only,1,,Pred
8366,1513,left_only,1,,Pred
8375,32679,left_only,1,,Pred
8377,30433,left_only,1,,Pred
8381,22811,left_only,1,,Pred
8398,663,left_only,1,,Pred
8408,24116,left_only,1,,Pred
8409,5911,left_only,1,,Pred
8424,22539,left_only,1,,Pred
8429,25527,left_only,1,,Pred
8466,6050,left_only,1,,Pred
8472,19642,both,1,1,Both
8475,3963,left_only,1,,Pred
8502,11068,left_only,1,,Pred
8513,21834,left_only,1,,Pred
8518,5051,left_only,1,,Pred
8527,9416,left_only,1,,Pred
8546,30199,left_only,1,,Pred
8563,18797,left_only,1,,Pred
8571,33962,left_only,1,,Pred
8572,25078,left_only,1,,Pred
8587,32069,left_only,1,,Pred
8589,15702,left_only,1,,Pred
8599,16102,left_only,1,,Pred
8603,34890,left_only,1,,Pred
8617,6636,left_only,1,,Pred
8620,24979,left_only,1,,Pred
8649,33689,left_only,1,,Pred
8658,11753,left_only,1,,Pred
8666,33730,left_only,1,,Pred
8682,29919,left_only,1,,Pred
8699,9763,left_only,1,,Pred
8712,26977,left_only,1,,Pred
8716,22450,left_only,1,,Pred
8718,10077,left_only,1,,Pred
8724,29443,left_only,1,,Pred
8725,24754,left_only,1,,Pred
8727,6354,left_only,1,,Pred
8734,15206,left_only,1,,Pred
8735,14047,left_only,1,,Pred
8740,421,left_only,1,,Pred
8745,26756,left_only,1,,Pred
8766,20049,left_only,1,,Pred
8790,5854,left_only,1,,Pred
8793,6806,left_only,1,,Pred
8796,10525,left_only,1,,Pred
8798,4082,left_only,1,,Pred
8802,9854,left_only,1,,Pred
8802,32678,left_only,1,,Pred
8814,34119,left_only,1,,Pred
8818,10904,left_only,1,,Pred
8818,32732,left_only,1,,Pred
8834,29270,left_only,1,,Pred
8842,17821,left_only,1,,Pred
8845,28432,left_only,1,,Pred
8847,32455,left_only,1,,Pred
8849,3806,left_only,1,,Pred
8854,33554,left_only,1,,Pred
8855,16589,left_only,1,,Pred
8859,26683,left_only,1,,Pred
8871,23500,left_only,1,,Pred
8876,7625,left_only,1,,Pred
8885,27865,left_only,1,,Pred
8886,17690,left_only,1,,Pred
8887,9169,left_only,1,,Pred
8887,33831,left_only,1,,Pred
8897,16734,left_only,1,,Pred
8898,26969,left_only,1,,Pred
8907,15481,left_only,1,,Pred
8909,34158,left_only,1,,Pred
8911,22832,left_only,1,,Pred
8926,4961,left_only,1,,Pred
8940,4443,left_only,1,,Pred
8950,5295,left_only,1,,Pred
8958,12507,left_only,1,,Pred
8969,19633,left_only,1,,Pred
8975,20617,left_only,1,,Pred
8978,31600,left_only,1,,Pred
8982,12513,left_only,1,,Pred
8984,24294,left_only,1,,Pred
8990,18761,left_only,1,,Pred
8994,7967,left_only,1,,Pred
9008,13352,left_only,1,,Pred
9052,29854,left_only,1,,Pred
9068,14701,left_only,1,,Pred
9082,30865,left_only,1,,Pred
9084,6690,left_only,1,,Pred
9105,32584,left_only,1,,Pred
9110,30886,left_only,1,,Pred
9126,3048,left_only,1,,Pred
9128,15655,left_only,1,,Pred
9128,26237,left_only,1,,Pred
9128,32028,left_only,1,,Pred
9143,13596,left_only,1,,Pred
9143,34860,left_only,1,,Pred
9148,4821,left_only,1,,Pred
9168,29901,left_only,1,,Pred
9177,18238,left_only,1,,Pred
9182,25948,left_only,1,,Pred
9186,32300,left_only,1,,Pred
9189,16710,left_only,1,,Pred
9203,6699,left_only,1,,Pred
9208,3314,left_only,1,,Pred
9229,27012,left_only,1,,Pred
9230,24839,left_only,1,,Pred
9265,30029,left_only,1,,Pred
9269,29626,left_only,1,,Pred
9271,19207,both,1,1,Both
9284,12820,left_only,1,,Pred
9300,1809,left_only,1,,Pred
9300,11992,left_only,1,,Pred
9300,34819,left_only,1,,Pred
9310,32332,left_only,1,,Pred
9322,6011,left_only,1,,Pred
9325,27567,left_only,1,,Pred
9326,20533,left_only,1,,Pred
9351,33740,both,1,1,Both
9352,25539,left_only,1,,Pred
9370,24434,left_only,1,,Pred
9372,31339,left_only,1,,Pred
9378,15491,left_only,1,,Pred
9381,3879,left_only,1,,Pred
9387,25904,left_only,1,,Pred
9394,27554,left_only,1,,Pred
9395,11625,left_only,1,,Pred
9399,12906,left_only,1,,Pred
9402,20295,left_only,1,,Pred
9404,9846,left_only,1,,Pred
9404,25080,left_only,1,,Pred
9411,25130,left_only,1,,Pred
9420,12056,left_only,1,,Pred
9421,30253,left_only,1,,Pred
9422,18762,left_only,1,,Pred
9427,6030,left_only,1,,Pred
9435,11478,left_only,1,,Pred
9441,19596,left_only,1,,Pred
9449,26624,left_only,1,,Pred
9456,28699,left_only,1,,Pred
9459,8136,left_only,1,,Pred
9479,17262,left_only,1,,Pred
9500,29015,left_only,1,,Pred
9524,13815,left_only,1,,Pred
9532,8270,left_only,1,,Pred
9532,34528,left_only,1,,Pred
9533,1980,left_only,1,,Pred
9561,27074,both,1,1,Both
9563,29126,left_only,1,,Pred
9572,5153,left_only,1,,Pred
9580,5030,left_only,1,,Pred
9586,28376,left_only,1,,Pred
9597,10314,left_only,1,,Pred
9601,24544,left_only,1,,Pred
9602,32005,left_only,1,,Pred
9608,8383,left_only,1,,Pred
9624,7090,left_only,1,,Pred
9678,21799,left_only,1,,Pred
9682,11833,left_only,1,,Pred
9682,28928,left_only,1,,Pred
9697,34835,left_only,1,,Pred
9704,34842,left_only,1,,Pred
9710,14327,left_only,1,,Pred
9725,25945,left_only,1,,Pred
9733,5274,left_only,1,,Pred
9735,5904,left_only,1,,Pred
9735,23190,left_only,1,,Pred
9738,20085,left_only,1,,Pred
9741,15878,both,1,1,Both
9741,33740,both,1,1,Both
9745,16256,left_only,1,,Pred
9759,26180,left_only,1,,Pred
9760,20316,left_only,1,,Pred
9777,19946,left_only,1,,Pred
9804,15878,left_only,1,,Pred
9806,13091,left_only,1,,Pred
9841,2510,left_only,1,,Pred
9868,5478,left_only,1,,Pred
9869,30343,left_only,1,,Pred
9884,14114,left_only,1,,Pred
9884,14813,left_only,1,,Pred
9900,14451,left_only,1,,Pred
9905,14327,left_only,1,,Pred
9907,15543,left_only,1,,Pred
9907,32442,left_only,1,,Pred
9944,20585,left_only,1,,Pred
9960,4819,left_only,1,,Pred
9965,22234,left_only,1,,Pred
9966,11506,left_only,1,,Pred
9973,1053,left_only,1,,Pred
9975,5085,left_only,1,,Pred
9981,27369,left_only,1,,Pred
9997,12310,left_only,1,,Pred
10001,10008,left_only,1,,Pred
10005,28669,left_only,1,,Pred
10012,10308,left_only,1,,Pred
10023,9863,left_only,1,,Pred
10024,25012,both,1,1,Both
10027,6629,left_only,1,,Pred
10032,7579,left_only,1,,Pred
10038,30959,left_only,1,,Pred
10041,14946,left_only,1,,Pred
10045,29805,left_only,1,,Pred
10061,24165,left_only,1,,Pred
10064,14581,left_only,1,,Pred
10070,16341,left_only,1,,Pred
10072,11870,left_only,1,,Pred
10074,19448,left_only,1,,Pred
10100,26511,left_only,1,,Pred
10115,1935,left_only,1,,Pred
10119,25973,left_only,1,,Pred
10136,20748,left_only,1,,Pred
10143,15231,left_only,1,,Pred
10152,10520,left_only,1,,Pred
10157,3627,left_only,1,,Pred
10181,13693,left_only,1,,Pred
10182,18388,left_only,1,,Pred
10185,28230,left_only,1,,Pred
10211,19642,both,1,1,Both
10211,24469,both,1,1,Both
10211,33190,both,1,1,Both
10217,31376,left_only,1,,Pred
10238,580,left_only,1,,Pred
10239,5742,left_only,1,,Pred
10244,9348,left_only,1,,Pred
10246,22179,left_only,1,,Pred
10253,26323,both,1,1,Both
10253,34898,both,1,1,Both
10259,668,left_only,1,,Pred
10260,25958,left_only,1,,Pred
10264,28149,left_only,1,,Pred
10266,2121,left_only,1,,Pred
10276,27786,left_only,1,,Pred
10289,8459,left_only,1,,Pred
10304,22104,left_only,1,,Pred
10330,18406,left_only,1,,Pred
10332,28506,left_only,1,,Pred
10336,22179,left_only,1,,Pred
10342,23758,left_only,1,,Pred
10344,11282,left_only,1,,Pred
10352,28634,left_only,1,,Pred
10355,29946,left_only,1,,Pred
10388,32705,left_only,1,,Pred
10390,6452,left_only,1,,Pred
10395,10710,left_only,1,,Pred
10421,33432,left_only,1,,Pred
10426,7084,left_only,1,,Pred
10440,27715,left_only,1,,Pred
10449,2757,left_only,1,,Pred
10452,14033,left_only,1,,Pred
10457,19925,left_only,1,,Pred
10463,13388,left_only,1,,Pred
10467,26397,left_only,1,,Pred
10481,446,left_only,1,,Pred
10489,4825,left_only,1,,Pred
10502,22940,left_only,1,,Pred
10507,32057,left_only,1,,Pred
10515,33674,left_only,1,,Pred
10522,8687,left_only,1,,Pred
10540,20613,left_only,1,,Pred
10540,28597,left_only,1,,Pred
10549,33948,left_only,1,,Pred
10551,18459,left_only,1,,Pred
10571,23292,left_only,1,,Pred
10577,25068,left_only,1,,Pred
10585,10348,left_only,1,,Pred
10598,24213,left_only,1,,Pred
10611,12872,left_only,1,,Pred
10617,4674,left_only,1,,Pred
10638,7047,left_only,1,,Pred
10642,34799,left_only,1,,Pred
10661,6967,left_only,1,,Pred
10661,16208,left_only,1,,Pred
10670,4162,left_only,1,,Pred
10671,21022,left_only,1,,Pred
10672,10057,left_only,1,,Pred
10685,15268,left_only,1,,Pred
10686,5281,left_only,1,,Pred
10687,18561,left_only,1,,Pred
10687,32132,left_only,1,,Pred
10688,6497,both,1,1,Both
10696,32650,left_only,1,,Pred
10700,6898,left_only,1,,Pred
10700,9838,left_only,1,,Pred
10709,29752,left_only,1,,Pred
10715,22616,left_only,1,,Pred
10730,21236,left_only,1,,Pred
10732,595,left_only,1,,Pred
10732,30344,left_only,1,,Pred
10733,19449,left_only,1,,Pred
10742,29661,left_only,1,,Pred
10753,5144,left_only,1,,Pred
10776,19923,left_only,1,,Pred
10783,102,left_only,1,,Pred
10787,26111,left_only,1,,Pred
10791,26485,left_only,1,,Pred
10791,34201,left_only,1,,Pred
10801,32655,left_only,1,,Pred
10805,15575,left_only,1,,Pred
10807,32905,left_only,1,,Pred
10809,27910,left_only,1,,Pred
10822,32290,left_only,1,,Pred
10826,18671,left_only,1,,Pred
10857,32790,left_only,1,,Pred
10863,26162,left_only,1,,Pred
10881,29299,left_only,1,,Pred
10882,2865,left_only,1,,Pred
10891,25277,left_only,1,,Pred
10897,17661,left_only,1,,Pred
10913,22595,left_only,1,,Pred
10925,11427,left_only,1,,Pred
10937,4339,left_only,1,,Pred
10946,20853,left_only,1,,Pred
10964,32619,left_only,1,,Pred
10967,17823,left_only,1,,Pred
10972,24136,left_only,1,,Pred
10994,16666,left_only,1,,Pred
10998,3811,left_only,1,,Pred
11030,34527,left_only,1,,Pred
11038,23197,left_only,1,,Pred
11049,4036,left_only,1,,Pred
11055,11560,left_only,1,,Pred
11058,33140,left_only,1,,Pred
11075,20579,left_only,1,,Pred
11079,12225,left_only,1,,Pred
11091,6939,left_only,1,,Pred
11093,14819,left_only,1,,Pred
11103,20065,left_only,1,,Pred
11106,4318,left_only,1,,Pred
11115,28516,left_only,1,,Pred
11118,14756,left_only,1,,Pred
11129,5514,left_only,1,,Pred
11133,19022,left_only,1,,Pred
11144,28938,left_only,1,,Pred
11145,10152,left_only,1,,Pred
11155,5185,left_only,1,,Pred
11172,356,left_only,1,,Pred
11177,34922,left_only,1,,Pred
11200,21912,left_only,1,,Pred
11218,30153,both,1,1,Both
11233,9800,left_only,1,,Pred
11234,10058,left_only,1,,Pred
11256,20751,left_only,1,,Pred
11256,22259,left_only,1,,Pred
11259,21117,left_only,1,,Pred
11262,3428,left_only,1,,Pred
11264,2349,left_only,1,,Pred
11264,16584,left_only,1,,Pred
11266,13613,left_only,1,,Pred
11278,27771,left_only,1,,Pred
11281,5303,left_only,1,,Pred
11290,19234,left_only,1,,Pred
11294,14118,left_only,1,,Pred
11298,19232,left_only,1,,Pred
11314,28308,left_only,1,,Pred
11318,1827,left_only,1,,Pred
11326,28208,left_only,1,,Pred
11343,11105,left_only,1,,Pred
11361,33992,left_only,1,,Pred
11367,25979,left_only,1,,Pred
11368,15722,left_only,1,,Pred
11387,24049,left_only,1,,Pred
11388,4668,left_only,1,,Pred
11412,17495,left_only,1,,Pred
11425,15399,left_only,1,,Pred
11426,13524,left_only,1,,Pred
11434,33439,left_only,1,,Pred
11436,7120,left_only,1,,Pred
11440,11039,left_only,1,,Pred
11443,24198,left_only,1,,Pred
11463,26735,left_only,1,,Pred
11477,2041,left_only,1,,Pred
11477,32989,left_only,1,,Pred
11479,12856,left_only,1,,Pred
11488,8215,both,1,1,Both
11507,18395,left_only,1,,Pred
11516,14749,left_only,1,,Pred
11528,9820,left_only,1,,Pred
11542,7165,left_only,1,,Pred
11542,33729,left_only,1,,Pred
11561,25189,left_only,1,,Pred
11564,25322,left_only,1,,Pred
11572,26737,left_only,1,,Pred
11583,22868,left_only,1,,Pred
11587,16657,left_only,1,,Pred
11601,7512,left_only,1,,Pred
11604,2288,left_only,1,,Pred
11605,14234,left_only,1,,Pred
11621,14580,left_only,1,,Pred
11637,3663,left_only,1,,Pred
11640,34601,left_only,1,,Pred
11650,30153,both,1,1,Both
11650,31694,left_only,1,,Pred
11652,12021,left_only,1,,Pred
11655,13087,left_only,1,,Pred
11674,31334,left_only,1,,Pred
11678,20084,left_only,1,,Pred
11680,23319,left_only,1,,Pred
11681,1763,left_only,1,,Pred
11684,12725,left_only,1,,Pred
11686,18428,left_only,1,,Pred
11695,23416,left_only,1,,Pred
11697,27923,left_only,1,,Pred
11708,19310,left_only,1,,Pred
11720,23283,left_only,1,,Pred
11722,7136,left_only,1,,Pred
11731,6606,left_only,1,,Pred
11732,30153,both,1,1,Both
11740,1809,left_only,1,,Pred
11741,28873,left_only,1,,Pred
11743,5690,left_only,1,,Pred
11753,24556,left_only,1,,Pred
11769,22464,left_only,1,,Pred
11774,31886,left_only,1,,Pred
11775,15638,left_only,1,,Pred
11787,3962,left_only,1,,Pred
11792,32115,left_only,1,,Pred
11797,13035,left_only,1,,Pred
11799,32669,left_only,1,,Pred
11801,6995,left_only,1,,Pred
11803,8143,left_only,1,,Pred
11805,32511,left_only,1,,Pred
11822,14438,left_only,1,,Pred
11849,31036,left_only,1,,Pred
11860,21671,left_only,1,,Pred
11863,13936,left_only,1,,Pred
11871,21551,left_only,1,,Pred
11885,9801,left_only,1,,Pred
11890,14864,left_only,1,,Pred
11893,30733,left_only,1,,Pred
11899,24860,left_only,1,,Pred
11904,3234,left_only,1,,Pred
11904,32597,left_only,1,,Pred
11912,24538,left_only,1,,Pred
11933,5051,left_only,1,,Pred
11949,17620,left_only,1,,Pred
11956,19140,left_only,1,,Pred
11969,8228,left_only,1,,Pred
11990,29463,left_only,1,,Pred
11992,30655,left_only,1,,Pred
11999,1029,left_only,1,,Pred
12001,24758,left_only,1,,Pred
12008,26614,left_only,1,,Pred
12009,27644,left_only,1,,Pred
12014,28763,left_only,1,,Pred
12019,23461,left_only,1,,Pred
12022,22382,left_only,1,,Pred
12029,25520,left_only,1,,Pred
12038,1994,left_only,1,,Pred
12039,1120,left_only,1,,Pred
12042,14011,left_only,1,,Pred
12070,2122,left_only,1,,Pred
12081,7447,left_only,1,,Pred
12083,11378,left_only,1,,Pred
12083,31358,left_only,1,,Pred
12086,31940,left_only,1,,Pred
12102,20481,left_only,1,,Pred
12102,32511,left_only,1,,Pred
12114,5478,left_only,1,,Pred
12116,10262,left_only,1,,Pred
12138,649,left_only,1,,Pred
12164,32474,left_only,1,,Pred
12169,2126,left_only,1,,Pred
12171,17731,left_only,1,,Pred
12179,4834,left_only,1,,Pred
12179,26518,left_only,1,,Pred
12184,11487,left_only,1,,Pred
12186,8218,left_only,1,,Pred
12190,23850,both,1,1,Both
12202,32114,left_only,1,,Pred
12204,4087,left_only,1,,Pred
12213,24486,left_only,1,,Pred
12214,28232,left_only,1,,Pred
12232,8987,left_only,1,,Pred
12234,3386,left_only,1,,Pred
12237,23769,left_only,1,,Pred
12239,16437,left_only,1,,Pred
12252,27887,left_only,1,,Pred
12271,19789,left_only,1,,Pred
12274,24448,left_only,1,,Pred
12278,3792,left_only,1,,Pred
12278,19220,left_only,1,,Pred
12286,33824,left_only,1,,Pred
12290,22989,left_only,1,,Pred
12304,14241,left_only,1,,Pred
12315,24456,left_only,1,,Pred
12317,10417,left_only,1,,Pred
12328,11144,left_only,1,,Pred
12336,20335,left_only,1,,Pred
12343,13263,left_only,1,,Pred
12346,21550,left_only,1,,Pred
12358,25446,left_only,1,,Pred
12362,2758,left_only,1,,Pred
12364,20441,left_only,1,,Pred
12368,5703,left_only,1,,Pred
12400,4211,left_only,1,,Pred
12407,5364,left_only,1,,Pred
12415,17845,left_only,1,,Pred
12420,34040,left_only,1,,Pred
12428,4152,left_only,1,,Pred
12429,14451,left_only,1,,Pred
12441,24967,left_only,1,,Pred
12443,17304,left_only,1,,Pred
12451,32806,left_only,1,,Pred
12470,21625,left_only,1,,Pred
12471,34514,left_only,1,,Pred
12473,8565,left_only,1,,Pred
12474,7496,left_only,1,,Pred
12475,939,left_only,1,,Pred
12494,8721,left_only,1,,Pred
12496,2373,left_only,1,,Pred
12500,24979,left_only,1,,Pred
12509,16311,left_only,1,,Pred
12526,13688,left_only,1,,Pred
12526,15878,both,1,1,Both
12528,12120,left_only,1,,Pred
12544,1397,left_only,1,,Pred
12546,17097,left_only,1,,Pred
12555,15441,left_only,1,,Pred
12559,34680,left_only,1,,Pred
12568,23308,left_only,1,,Pred
12577,25733,left_only,1,,Pred
12584,27768,left_only,1,,Pred
12592,6411,left_only,1,,Pred
12602,27580,left_only,1,,Pred
12629,19321,left_only,1,,Pred
12630,639,both,1,1,Both
12631,28533,left_only,1,,Pred
12633,3363,left_only,1,,Pred
12640,17834,left_only,1,,Pred
12661,33080,left_only,1,,Pred
12665,25396,left_only,1,,Pred
12665,28249,left_only,1,,Pred
12674,28315,left_only,1,,Pred
12706,3961,left_only,1,,Pred
12707,13288,left_only,1,,Pred
12715,7700,both,1,1,Both
12718,7279,left_only,1,,Pred
12734,29728,left_only,1,,Pred
12743,9361,left_only,1,,Pred
12744,23400,left_only,1,,Pred
12744,34909,left_only,1,,Pred
12746,21058,left_only,1,,Pred
12748,29427,both,1,1,Both
12753,23459,left_only,1,,Pred
12755,1317,left_only,1,,Pred
12756,17913,left_only,1,,Pred
12759,9109,left_only,1,,Pred
12760,20012,left_only,1,,Pred
12765,9337,left_only,1,,Pred
12785,16490,left_only,1,,Pred
12789,34915,left_only,1,,Pred
12794,15520,left_only,1,,Pred
12805,7453,left_only,1,,Pred
12809,31071,left_only,1,,Pred
12813,5490,left_only,1,,Pred
12817,29918,left_only,1,,Pred
12843,7136,left_only,1,,Pred
12864,13728,left_only,1,,Pred
12891,28478,left_only,1,,Pred
12892,19212,left_only,1,,Pred
12905,9789,left_only,1,,Pred
12914,5949,left_only,1,,Pred
12947,7713,left_only,1,,Pred
12951,14772,left_only,1,,Pred
12970,33837,left_only,1,,Pred
12971,27631,left_only,1,,Pred
12981,17591,left_only,1,,Pred
12981,32754,left_only,1,,Pred
13003,29125,left_only,1,,Pred
13007,5719,left_only,1,,Pred
13013,21818,left_only,1,,Pred
13024,2947,left_only,1,,Pred
13024,33575,left_only,1,,Pred
13039,12637,left_only,1,,Pred
13043,33991,left_only,1,,Pred
13054,4376,left_only,1,,Pred
13065,28939,left_only,1,,Pred
13081,33251,left_only,1,,Pred
13108,1880,left_only,1,,Pred
13114,5154,left_only,1,,Pred
13121,32474,left_only,1,,Pred
13128,1664,left_only,1,,Pred
13132,28605,left_only,1,,Pred
13133,10404,left_only,1,,Pred
13136,19155,left_only,1,,Pred
13140,1243,left_only,1,,Pred
13147,33530,left_only,1,,Pred
13161,12103,left_only,1,,Pred
13189,11213,left_only,1,,Pred
13194,23028,left_only,1,,Pred
13205,31616,left_only,1,,Pred
