0.0,0.0.1,0.0.2,0.0.3
26294,10991,1,4
10475,10991,1,4
24969,10991,1,4
11747,10991,1,4
28089,10991,1,4
32885,10991,1,4
30439,10991,1,4
26967,10991,1,4
8147,10991,1,4
30760,10991,1,4
5624,7283,1,4
7076,7283,1,4
32885,7283,1,4
8147,7283,1,4
28089,7283,1,4
30439,7283,1,4
26967,7283,1,4
5624,16524,1,4
7076,16524,1,4
28089,16524,1,4
26294,16524,1,4
32885,16524,1,4
8147,16524,1,4
1482,16524,1,4
11747,16524,1,4
31031,16524,1,4
30439,16524,1,4
26967,16524,1,4
13097,83,1,4
8734,15969,1,4
30694,15969,1,4
8734,33263,1,4
30694,33263,1,4
27352,4813,1,4
26674,4813,1,4
10145,4813,1,4
12629,4813,1,4
27352,5234,1,4
26674,5234,1,4
10145,5234,1,4
12629,5234,1,4
20507,34476,1,4
25329,15947,1,4
13569,15947,1,4
25329,4667,1,4
13569,4667,1,4
25329,17496,1,4
13569,17496,1,4
25329,28360,1,4
13569,28360,1,4
25329,1151,1,4
13569,1151,1,4
6812,23914,1,4
3257,25665,1,4
29908,25665,1,4
3257,32514,1,4
29908,32514,1,4
26354,21951,1,4
13447,21951,1,4
21964,33387,1,4
26354,33387,1,4
13447,33387,1,4
15589,29699,1,4
26207,17687,1,4
3083,30822,1,4
32238,11581,1,4
5862,11581,1,4
3574,11581,1,4
33930,31789,1,4
3873,9660,1,4
17909,9660,1,4
15115,9660,1,4
12692,19191,1,4
32300,23788,1,4
27462,16586,1,4
26207,16586,1,4
8146,29406,1,4
4120,29406,1,4
337,29406,1,4
8146,1254,1,4
4120,1254,1,4
337,1254,1,4
20131,3730,1,4
10475,3730,1,4
24969,3730,1,4
29258,3730,1,4
20131,19243,1,4
10475,19243,1,4
24969,19243,1,4
27764,12849,1,4
29879,3004,1,4
30242,3004,1,4
11656,23504,1,4
27263,23504,1,4
21126,23504,1,4
460,23504,1,4
5255,23504,1,4
19080,23504,1,4
20742,29218,1,4
11054,8643,1,4
1971,8643,1,4
20803,8643,1,4
24155,8643,1,4
31968,8643,1,4
24711,8643,1,4
12644,8643,1,4
29032,8643,1,4
2129,8643,1,4
29808,8643,1,4
11054,5108,1,4
24711,5108,1,4
12644,5108,1,4
1971,5108,1,4
11054,1627,1,4
24711,1627,1,4
12644,1627,1,4
1971,1627,1,4
11054,14963,1,4
24711,14963,1,4
12644,14963,1,4
1971,14963,1,4
4191,21685,1,4
21607,21685,1,4
17712,21685,1,4
7516,21685,1,4
15571,24136,1,4
17659,34305,1,4
33930,34305,1,4
10676,34305,1,4
26294,34305,1,4
2074,34305,1,4
31481,4250,1,4
10676,4250,1,4
28852,4250,1,4
1727,4250,1,4
10583,4250,1,4
15801,4250,1,4
28089,5187,1,4
33930,5187,1,4
10676,5187,1,4
6809,31335,1,4
33930,31335,1,4
5701,31335,1,4
1482,31335,1,4
2212,27158,1,4
2212,29781,1,4
28945,11351,1,4
13094,11351,1,4
735,11351,1,4
4174,11351,1,4
4230,11351,1,4
16330,12900,1,4
760,12900,1,4
11205,12900,1,4
26081,14096,1,4
29056,5280,1,4
8232,5280,1,4
10421,32417,1,4
1971,32417,1,4
32508,32417,1,4
11683,32417,1,4
10421,33546,1,4
1971,33546,1,4
32508,33546,1,4
11683,33546,1,4
21126,17404,1,4
15801,18883,1,4
20803,18883,1,4
7037,18883,1,4
21736,33233,1,4
2317,30961,1,4
4174,30961,1,4
31922,29345,1,4
24636,29345,1,4
8819,29345,1,4
21957,29345,1,4
31922,17444,1,4
8819,17444,1,4
21957,17444,1,4
32508,30601,1,4
15663,3005,1,4
27890,7380,1,4
29186,1404,1,4
6266,1404,1,4
16457,18470,1,4
872,18470,1,4
25221,15343,1,4
17842,15343,1,4
21958,7408,1,4
4230,7408,1,4
24611,7408,1,4
21958,626,1,4
4230,626,1,4
24611,626,1,4
1874,18338,1,4
34833,18338,1,4
31703,12300,1,4
8734,12300,1,4
10568,2961,1,4
11819,15672,1,4
2447,13857,1,4
11610,15045,1,4
5456,32110,1,4
5456,1296,1,4
5247,21605,1,4
20803,8214,1,4
29032,8214,1,4
24155,8214,1,4
31968,8214,1,4
2129,8214,1,4
29808,8214,1,4
20803,21235,1,4
29032,21235,1,4
24155,21235,1,4
2129,21235,1,4
31968,21235,1,4
29808,21235,1,4
20803,28567,1,4
31968,4679,1,4
31481,30755,1,4
21768,30755,1,4
714,8551,1,4
3565,26519,1,4
29506,26519,1,4
29848,7023,1,4
14101,16314,1,4
872,16314,1,4
5470,5721,1,4
19080,18967,1,4
13094,32453,1,4
5500,3596,1,4
9521,21988,1,4
22544,21988,1,4
872,5259,1,4
872,15043,1,4
16457,15043,1,4
31285,4762,1,4
25046,4762,1,4
1694,4762,1,4
34443,3767,1,4
9271,8794,1,4
18204,14485,1,4
11819,31593,1,4
29808,21767,1,4
32338,3989,1,4
26005,4261,1,4
8137,23089,1,4
12249,7133,1,4
30438,2941,1,4
3335,5604,1,4
23999,19150,1,4
3716,30903,1,5
18771,30903,1,5
2903,30903,1,5
18068,30903,1,5
22057,15122,1,5
4626,15122,1,5
3697,10658,1,5
15036,10658,1,5
21322,10658,1,5
21666,10658,1,5
31911,10658,1,5
3697,11995,1,5
5691,11995,1,5
6680,30993,1,5
25949,30993,1,5
28890,30993,1,5
12946,30993,1,5
22723,30993,1,5
2701,30993,1,5
8239,33320,1,5
3565,33320,1,5
5273,33320,1,5
12865,33320,1,5
26494,33320,1,5
18007,33320,1,5
10010,28444,1,5
11685,28444,1,5
24545,28444,1,5
15711,28444,1,5
17091,28444,1,5
9003,28444,1,5
5838,28444,1,5
3129,28444,1,5
860,28444,1,5
33930,28444,1,5
31481,28444,1,5
1451,28444,1,5
6540,28444,1,5
13608,28444,1,5
11683,28444,1,5
31246,28444,1,5
8147,28444,1,5
16333,27720,1,5
1155,27720,1,5
32401,9990,1,5
29366,9990,1,5
19440,9990,1,5
8086,9990,1,5
17557,9990,1,5
17549,9990,1,5
22519,9990,1,5
15711,9990,1,5
15718,9990,1,5
13877,17009,1,5
21360,17009,1,5
9997,17009,1,5
4063,17009,1,5
31936,28273,1,5
10030,14829,1,5
17612,14829,1,5
33800,14829,1,5
16332,14829,1,5
20477,3373,1,5
17612,3373,1,5
22057,24447,1,5
3608,24447,1,5
16322,24447,1,5
17612,24447,1,5
28163,24447,1,5
7458,24447,1,5
1272,24447,1,5
8139,24447,1,5
23289,24447,1,5
28539,24447,1,5
32933,24447,1,5
1672,7832,1,5
341,7832,1,5
14323,14197,1,5
31802,34005,1,5
21432,34005,1,5
33081,34005,1,5
23637,34005,1,5
17831,34005,1,5
32223,34005,1,5
15250,34005,1,5
1166,34005,1,5
33081,5114,1,5
16066,15065,1,5
3594,15065,1,5
158,15065,1,5
10010,15065,1,5
34790,15065,1,5
22814,15065,1,5
34389,15065,1,5
4688,15065,1,5
7416,15065,1,5
900,15065,1,5
18019,15065,1,5
20857,15065,1,5
9825,15065,1,5
21626,15065,1,5
866,29584,1,5
34277,29584,1,5
4305,29584,1,5
27446,25492,1,5
1166,25492,1,5
18519,25492,1,5
12425,25492,1,5
26754,25492,1,5
13832,25492,1,5
3824,25492,1,5
24673,25492,1,5
12752,25492,1,5
19914,25492,1,5
34401,25492,1,5
22505,24342,1,5
33125,24342,1,5
24119,24342,1,5
23661,24342,1,5
28071,7841,1,5
19107,7841,1,5
2270,7841,1,5
644,7841,1,5
17495,7841,1,5
7274,7841,1,5
3681,7841,1,5
22505,7841,1,5
33125,7841,1,5
24119,7841,1,5
23661,7841,1,5
18977,7841,1,5
4158,7841,1,5
13150,7841,1,5
26578,7841,1,5
21457,7841,1,5
14499,20741,1,5
33059,20741,1,5
26537,18162,1,5
750,18162,1,5
13390,18162,1,5
26537,7583,1,5
25759,7583,1,5
12752,7583,1,5
750,7583,1,5
31195,7583,1,5
9062,7583,1,5
34667,7583,1,5
2407,4778,1,5
1734,4778,1,5
25808,27848,1,5
30381,27848,1,5
32930,27848,1,5
8545,4570,1,5
31247,1521,1,5
1155,20138,1,5
28002,20138,1,5
33412,20138,1,5
14795,20138,1,5
11091,20138,1,5
30655,20138,1,5
19484,20138,1,5
28163,9275,1,5
26824,9275,1,5
22519,17502,1,5
22719,17502,1,5
18068,17502,1,5
31248,6491,1,5
27779,6491,1,5
21610,32609,1,5
18314,32609,1,5
28143,32609,1,5
18146,32609,1,5
25824,32609,1,5
25804,32609,1,5
1529,32609,1,5
405,32609,1,5
2532,32609,1,5
23064,32609,1,5
22087,32609,1,5
28371,9675,1,5
23181,9675,1,5
6436,9675,1,5
32331,9675,1,5
16440,9675,1,5
31279,25338,1,5
11449,25338,1,5
34369,25338,1,5
17539,25338,1,5
30342,26483,1,5
28945,26483,1,5
18327,26483,1,5
26097,26483,1,5
18146,26483,1,5
1104,26483,1,5
29425,31920,1,5
31562,31920,1,5
26097,31920,1,5
34732,31920,1,5
14323,31920,1,5
10145,2193,1,5
31487,2193,1,5
9358,2193,1,5
29671,2193,1,5
1072,2193,1,5
914,2193,1,5
19401,18110,1,5
4213,18110,1,5
32223,18110,1,5
29006,18110,1,5
24013,18110,1,5
29634,18110,1,5
17588,18110,1,5
2502,18110,1,5
30640,18110,1,5
21411,14310,1,5
33342,23174,1,5
30380,10603,1,5
23181,27553,1,5
12822,27553,1,5
34779,27553,1,5
28583,5271,1,5
2407,5271,1,5
7766,32637,1,5
34339,32637,1,5
3255,32637,1,5
22858,32637,1,5
20739,9509,1,5
24855,9509,1,5
8311,9509,1,5
29473,9509,1,5
7076,9509,1,5
8734,9509,1,5
30694,9509,1,5
28089,9509,1,5
1690,9509,1,5
32885,9509,1,5
30439,9509,1,5
27508,9509,1,5
26967,9509,1,5
8147,9509,1,5
27010,9509,1,5
13608,9509,1,5
24545,9509,1,5
9184,9509,1,5
9523,9509,1,5
28002,6927,1,5
12915,6927,1,5
10576,6927,1,5
10575,6927,1,5
31817,6927,1,5
16330,6927,1,5
28800,13296,1,5
23999,13296,1,5
27344,13296,1,5
20496,13296,1,5
31247,1267,1,5
5755,1267,1,5
930,1267,1,5
7109,25273,1,5
3257,27809,1,5
10420,27809,1,5
21756,27809,1,5
26590,27809,1,5
1303,27809,1,5
5971,27809,1,5
19152,27809,1,5
6266,27809,1,5
15785,27809,1,5
13200,27809,1,5
23216,31376,1,5
26072,31376,1,5
12484,31376,1,5
3565,31376,1,5
23515,31376,1,5
15637,31376,1,5
29364,31376,1,5
25808,31376,1,5
15737,31376,1,5
13809,31376,1,5
21451,31376,1,5
19300,31376,1,5
26455,31376,1,5
5488,31376,1,5
16707,31376,1,5
21016,31376,1,5
15571,31376,1,5
15614,31376,1,5
34119,31376,1,5
12952,31376,1,5
15229,31376,1,5
3306,31376,1,5
12838,31376,1,5
9474,31376,1,5
27462,31376,1,5
23438,31376,1,5
25236,31376,1,5
18472,31376,1,5
27807,31376,1,5
33931,31376,1,5
5473,31376,1,5
1035,31376,1,5
4328,31376,1,5
27960,31376,1,5
21447,31376,1,5
19865,31376,1,5
25750,31376,1,5
5868,31376,1,5
31089,31376,1,5
29045,31376,1,5
875,31376,1,5
4505,27132,1,5
27446,27132,1,5
32738,27132,1,5
24644,27132,1,5
18286,27132,1,5
5398,27132,1,5
8463,27132,1,5
2631,27132,1,5
28163,6092,1,5
13877,15701,1,5
27758,15701,1,5
693,18184,1,5
2638,18184,1,5
4299,18184,1,5
21152,18184,1,5
24250,33008,1,5
11463,33008,1,5
26397,13624,1,5
2407,18653,1,5
30438,18653,1,5
3568,18653,1,5
5971,18653,1,5
32840,18653,1,5
28346,18653,1,5
3716,4798,1,5
23723,4798,1,5
29186,4798,1,5
15213,4798,1,5
12095,4798,1,5
19323,4917,1,5
18395,28382,1,5
25797,28382,1,5
7109,28382,1,5
16362,28382,1,5
30121,28382,1,5
26391,28382,1,5
956,7241,1,5
17412,7241,1,5
15036,7241,1,5
13447,7241,1,5
10817,7241,1,5
15817,7241,1,5
18060,7241,1,5
13378,7241,1,5
21322,7241,1,5
21666,7241,1,5
31911,7241,1,5
1166,4034,1,5
26137,30322,1,5
22342,30322,1,5
4578,30322,1,5
6004,30322,1,5
14997,30322,1,5
8572,30322,1,5
31802,30322,1,5
29499,18403,1,5
23708,18403,1,5
12258,18403,1,5
19143,18403,1,5
29366,23740,1,5
13608,23740,1,5
19440,23740,1,5
4460,29898,1,5
3750,29898,1,5
16574,29898,1,5
4884,29898,1,5
3335,29898,1,5
23181,29898,1,5
19010,29898,1,5
29361,29898,1,5
12399,29898,1,5
6436,29898,1,5
16658,29898,1,5
28973,29898,1,5
1540,29898,1,5
18060,29898,1,5
5231,29898,1,5
12822,34795,1,5
19440,34795,1,5
9709,30660,1,5
9709,31068,1,5
3716,635,1,5
2649,635,1,5
2903,635,1,5
18771,635,1,5
25759,635,1,5
23637,635,1,5
21462,635,1,5
22554,19626,1,5
8565,19626,1,5
18019,19626,1,5
12006,19626,1,5
28762,19626,1,5
34442,19626,1,5
11927,22842,1,5
9825,22842,1,5
26224,32862,1,5
34732,32862,1,5
16129,32862,1,5
7626,12473,1,5
31822,12473,1,5
12698,12473,1,5
20111,12473,1,5
4158,12473,1,5
30046,12473,1,5
860,12473,1,5
13266,22639,1,5
21768,14072,1,5
34249,14072,1,5
29724,14072,1,5
8734,14072,1,5
20729,14072,1,5
24115,22446,1,5
20592,22446,1,5
32836,22446,1,5
2534,21154,1,5
16133,21154,1,5
6166,21154,1,5
33930,17875,1,5
7920,17875,1,5
13259,18149,1,5
6752,21689,1,5
12967,21689,1,5
26468,21689,1,5
26127,21689,1,5
12045,18569,1,5
29425,18569,1,5
23019,18569,1,5
16679,18569,1,5
8148,28551,1,5
10066,28551,1,5
17712,28551,1,5
12512,28551,1,5
19980,28551,1,5
21126,28551,1,5
7494,28551,1,5
27764,28551,1,5
21736,28551,1,5
29726,28551,1,5
10066,24391,1,5
31474,24391,1,5
19323,15495,1,5
3789,15495,1,5
26081,15495,1,5
19010,11161,1,5
23651,11161,1,5
17629,11161,1,5
25196,11161,1,5
29006,11161,1,5
10580,11161,1,5
8645,11161,1,5
4053,11161,1,5
22719,11161,1,5
18068,11161,1,5
23651,19128,1,5
17629,19128,1,5
25196,19128,1,5
27444,3584,1,5
7063,3584,1,5
27410,3584,1,5
31180,10842,1,5
1690,10842,1,5
4460,34170,1,5
3335,34170,1,5
23181,34170,1,5
29361,34170,1,5
18060,34170,1,5
5231,34170,1,5
10510,34170,1,5
28704,34170,1,5
33419,34170,1,5
20090,34170,1,5
13702,26915,1,5
15785,26915,1,5
32885,26915,1,5
7056,26915,1,5
34803,22170,1,5
16312,20147,1,5
3257,20800,1,5
29848,13714,1,5
20798,13714,1,5
21957,13714,1,5
31922,13714,1,5
8645,13714,1,5
17539,13714,1,5
12828,13714,1,5
22664,32682,1,5
25216,32682,1,5
18186,32682,1,5
22081,32682,1,5
21435,32682,1,5
21964,32682,1,5
19903,32682,1,5
21451,32682,1,5
8607,32682,1,5
7927,32682,1,5
30534,32682,1,5
15409,32682,1,5
32836,32682,1,5
19777,32682,1,5
16205,32682,1,5
28012,32682,1,5
12838,32682,1,5
920,32682,1,5
3735,32682,1,5
2153,32682,1,5
29028,26539,1,5
8425,26539,1,5
4849,26539,1,5
12175,26539,1,5
23216,26539,1,5
24250,16535,1,5
11463,16535,1,5
20104,21790,1,5
16129,21790,1,5
29860,21790,1,5
6337,8970,1,5
20104,8970,1,5
24621,8970,1,5
13877,27045,1,5
24246,27045,1,5
9997,27045,1,5
4063,27045,1,5
32935,27045,1,5
24246,22502,1,5
23661,29411,1,5
158,29411,1,5
1155,29411,1,5
29622,7831,1,5
25780,7831,1,5
8389,7831,1,5
24246,7831,1,5
13097,18188,1,5
20519,18188,1,5
32719,6795,1,5
6069,6795,1,5
4578,6795,1,5
21009,6795,1,5
15250,6795,1,5
26674,6795,1,5
10510,6795,1,5
23031,6795,1,5
6467,32206,1,5
24321,16579,1,5
2074,16579,1,5
15256,16579,1,5
11747,16579,1,5
1756,16579,1,5
30520,33095,1,5
24430,33095,1,5
4367,33095,1,5
3255,4126,1,5
7962,4126,1,5
11610,4126,1,5
11024,4126,1,5
32346,4126,1,5
3011,17565,1,5
12654,17565,1,5
18096,17565,1,5
31971,17565,1,5
13113,17565,1,5
26743,30259,1,5
8471,30259,1,5
21958,30259,1,5
11879,30259,1,5
5691,30259,1,5
2735,30259,1,5
32427,30259,1,5
31254,30259,1,5
13039,30259,1,5
20864,30259,1,5
18096,30259,1,5
10141,30259,1,5
14101,30259,1,5
14410,30259,1,5
8312,30259,1,5
34544,30259,1,5
7406,30259,1,5
17928,30259,1,5
222,30259,1,5
18505,30259,1,5
21974,30259,1,5
7616,30259,1,5
14761,30259,1,5
25460,30259,1,5
15562,30259,1,5
21231,30259,1,5
12906,30259,1,5
24395,30259,1,5
32325,15422,1,5
21390,15422,1,5
24673,31229,1,5
34411,31229,1,5
3568,31229,1,5
8340,31229,1,5
11083,13040,1,5
22947,13040,1,5
17894,6721,1,5
11397,6721,1,5
24321,9630,1,5
33072,5558,1,5
8782,5558,1,5
3255,11671,1,5
13266,11671,1,5
4892,11671,1,5
11372,30078,1,5
29881,13533,1,5
14778,13533,1,5
11397,13533,1,5
13968,13533,1,5
16151,13533,1,5
32464,13533,1,5
9546,13533,1,5
2244,13533,1,5
21130,30227,1,5
2407,12167,1,5
6103,12167,1,5
6285,12167,1,5
17864,12167,1,5
21267,12167,1,5
20255,12167,1,5
15697,12167,1,5
32018,12167,1,5
4621,15941,1,5
15711,22279,1,5
29473,26554,1,5
1924,26554,1,5
26578,23606,1,5
34748,23606,1,5
34422,23606,1,5
21977,23606,1,5
34748,15945,1,5
34422,15945,1,5
21977,15945,1,5
34748,3788,1,5
34422,3788,1,5
21977,3788,1,5
10773,3788,1,5
34748,21450,1,5
34422,21450,1,5
21977,21450,1,5
750,27222,1,5
1451,27222,1,5
750,19353,1,5
32027,19353,1,5
29562,14696,1,5
25064,14696,1,5
17824,14696,1,5
13390,30205,1,5
25764,4378,1,5
24482,4378,1,5
3255,9297,1,5
16552,9297,1,5
2407,9297,1,5
4213,9297,1,5
21203,9297,1,5
4634,9297,1,5
11395,9297,1,5
15842,9297,1,5
33015,29423,1,5
11560,29423,1,5
10678,29423,1,5
8782,29423,1,5
26952,8562,1,5
21754,8562,1,5
24155,8562,1,5
29032,8562,1,5
31968,8562,1,5
11054,8562,1,5
27108,8562,1,5
15503,8562,1,5
27501,8562,1,5
11054,11376,1,5
22366,4647,1,5
15651,4647,1,5
10773,19737,1,5
3011,30450,1,5
30508,5367,1,5
6835,8291,1,5
31167,8291,1,5
4957,8291,1,5
5273,21763,1,5
33402,21763,1,5
33629,21763,1,5
28080,21763,1,5
22057,21763,1,5
6285,21763,1,5
6315,21763,1,5
30167,21763,1,5
22861,7553,1,5
14553,33499,1,5
13832,33499,1,5
9508,6913,1,5
10141,6913,1,5
18096,6913,1,5
14101,6913,1,5
31822,6913,1,5
34443,19122,1,5
3011,19122,1,5
9508,19122,1,5
19617,21794,1,5
1065,11590,1,5
13418,11590,1,5
26207,11590,1,5
27979,19227,1,5
13094,19227,1,5
26578,19227,1,5
28945,19227,1,5
10773,19227,1,5
1796,19227,1,5
11024,24693,1,5
16658,24693,1,5
17413,14206,1,5
13608,19864,1,5
11747,19864,1,5
2074,19864,1,5
27010,19864,1,5
29473,19864,1,5
15256,19864,1,5
9184,19864,1,5
9523,19864,1,5
12848,22058,1,5
25045,1970,1,5
4524,2316,1,5
29671,2316,1,5
23285,28470,1,5
31703,8037,1,5
31822,8037,1,5
31481,8037,1,5
30135,8037,1,5
25548,13135,1,5
30135,13135,1,5
33293,13135,1,5
7330,32505,1,5
6835,32505,1,5
31287,26775,1,5
25221,26775,1,5
13531,26775,1,5
33081,26775,1,5
29759,26775,1,5
33431,26775,1,5
6835,26775,1,5
6780,26775,1,5
30508,26775,1,5
6103,26775,1,5
23686,26775,1,5
8082,26775,1,5
11089,26775,1,5
34172,26775,1,5
2244,26775,1,5
34044,26775,1,5
23723,26775,1,5
28080,26775,1,5
57,26775,1,5
6285,26775,1,5
6315,26775,1,5
18771,26775,1,5
1155,26775,1,5
24430,26775,1,5
27427,26775,1,5
2074,26775,1,5
15256,26775,1,5
11747,26775,1,5
25221,7326,1,5
17124,7326,1,5
28945,7326,1,5
8706,7326,1,5
27369,14919,1,5
33125,32908,1,5
9546,32908,1,5
13968,32908,1,5
21411,32908,1,5
32189,32908,1,5
13113,10303,1,5
24545,8034,1,5
4733,5218,1,5
2942,31441,1,5
750,10351,1,5
1529,15627,1,5
460,15627,1,5
23413,15627,1,5
34279,15627,1,5
19747,15627,1,5
18278,15627,1,5
12786,15627,1,5
14285,34324,1,5
7843,1400,1,5
4081,9376,1,5
5964,9376,1,5
5963,9376,1,5
14300,9376,1,5
29562,8756,1,5
735,6880,1,5
13094,6880,1,5
4174,6880,1,5
18977,6880,1,5
4230,6880,1,5
28945,6880,1,5
15562,6880,1,5
18146,6880,1,5
1104,6880,1,5
32660,6880,1,5
16129,6880,1,5
29860,6880,1,5
29734,18501,1,5
341,5157,1,5
17915,5157,1,5
16717,14589,1,5
15651,14515,1,5
34503,840,1,5
23438,25877,1,5
33015,25877,1,5
14704,25877,1,5
30786,20030,1,5
30786,6304,1,5
14348,24429,1,5
29497,13703,1,5
30381,13703,1,5
26921,13703,1,5
21957,13703,1,5
19728,13703,1,5
10158,13703,1,5
19231,13703,1,5
22423,16119,1,5
26360,16119,1,5
34580,16119,1,5
33930,16119,1,5
18746,16119,1,5
15409,16119,1,5
15299,16119,1,5
1672,21531,1,5
22723,21531,1,5
34750,21531,1,5
3869,33623,1,5
25548,24252,1,5
32000,4097,1,5
29056,4097,1,5
1272,7212,1,5
22283,7212,1,5
16857,7212,1,5
5964,7212,1,5
5963,7212,1,5
34580,7212,1,5
5004,7212,1,5
13823,7212,1,5
30585,7212,1,5
560,7212,1,5
4981,20349,1,5
18533,20349,1,5
20507,20349,1,5
1790,20349,1,5
20938,20349,1,5
15926,20349,1,5
21126,20349,1,5
3206,20349,1,5
1981,20349,1,5
1523,20349,1,5
8148,20349,1,5
19747,20349,1,5
18278,20349,1,5
4573,20349,1,5
23852,20349,1,5
15791,20349,1,5
32331,20349,1,5
34750,20349,1,5
29726,20349,1,5
7494,20349,1,5
24244,20349,1,5
30823,20349,1,5
2762,20349,1,5
6123,23249,1,5
9825,23249,1,5
32072,23249,1,5
14161,23249,1,5
34063,23249,1,5
3364,23249,1,5
21610,286,1,5
17713,17918,1,5
9752,17918,1,5
16440,17918,1,5
21768,13985,1,5
31481,13985,1,5
8734,13985,1,5
12710,13985,1,5
30694,13985,1,5
8911,32449,1,5
8139,32131,1,5
33510,6734,1,5
25196,29661,1,5
29497,29661,1,5
30381,29661,1,5
26921,29661,1,5
21957,29661,1,5
19728,29661,1,5
10158,29661,1,5
19231,29661,1,5
14242,21393,1,5
12176,21393,1,5
26036,21393,1,5
21610,8026,1,5
8614,8026,1,5
33036,14005,1,5
1304,2517,1,5
6463,12619,1,5
18533,16704,1,5
18744,16704,1,5
31167,16704,1,5
32427,31213,1,5
19396,31213,1,5
3257,31213,1,5
8063,31213,1,5
12994,23728,1,5
34195,34056,1,5
2407,7429,1,5
30438,7429,1,5
3568,7429,1,5
5971,7429,1,5
32840,7429,1,5
28346,7429,1,5
31824,16057,1,5
12498,6278,1,5
6337,6278,1,5
7655,6278,1,5
24482,6278,1,5
12958,23510,1,5
28299,23510,1,5
17909,23510,1,5
31073,23510,1,5
17080,23510,1,5
34810,23510,1,5
17723,18595,1,5
27410,18595,1,5
4191,18595,1,5
12595,18595,1,5
7962,18595,1,5
31222,18595,1,5
21203,18595,1,5
26054,18595,1,5
34919,18595,1,5
5755,18595,1,5
32338,18595,1,5
23179,18595,1,5
18472,18595,1,5
2781,18595,1,5
27418,18595,1,5
23916,18595,1,5
26611,18595,1,5
23463,18595,1,5
29190,18595,1,5
16887,18595,1,5
28951,18595,1,5
2,18595,1,5
19347,18595,1,5
12512,18595,1,5
14778,18595,1,5
13865,18595,1,5
11337,18595,1,5
24119,18595,1,5
34179,18595,1,5
23637,9708,1,5
12752,9708,1,5
21840,9708,1,5
1166,9708,1,5
15250,9708,1,5
18829,9708,1,5
14751,4954,1,5
30438,4954,1,5
30518,4954,1,5
2914,4954,1,5
1083,4954,1,5
28125,11627,1,5
32473,11627,1,5
32739,11627,1,5
30346,11627,1,5
9406,15490,1,5
750,26583,1,5
26537,13331,1,5
33081,13331,1,5
13702,13331,1,5
2914,13331,1,5
12435,13331,1,5
4081,13331,1,5
26284,13331,1,5
32027,13331,1,5
34667,13331,1,5
16019,13331,1,5
27679,13331,1,5
12179,13331,1,5
13147,13331,1,5
3472,13331,1,5
19785,13331,1,5
13422,13331,1,5
23637,22438,1,5
23637,14521,1,5
23637,4875,1,5
16361,29076,1,5
6882,29076,1,5
2187,29076,1,5
4957,29076,1,5
16066,18233,1,5
8082,18233,1,5
12512,18233,1,5
19347,18233,1,5
3837,18233,1,5
16066,26185,1,5
8082,26185,1,5
12512,26185,1,5
19347,26185,1,5
18096,6124,1,5
10141,6124,1,5
14101,6124,1,5
14410,6124,1,5
8312,6124,1,5
34544,6124,1,5
7406,6124,1,5
17928,6124,1,5
222,6124,1,5
18505,6124,1,5
21974,6124,1,5
7616,6124,1,5
28951,6124,1,5
32840,18406,1,5
1166,18406,1,5
12006,18406,1,5
34442,18406,1,5
32840,32905,1,5
1166,32905,1,5
32840,32175,1,5
22554,32175,1,5
1166,32175,1,5
8565,32175,1,5
18019,32175,1,5
32840,29690,1,5
1166,29690,1,5
14207,12969,1,5
32770,12969,1,5
6358,26696,1,5
404,26696,1,5
34859,26696,1,5
16943,26696,1,5
32922,26696,1,5
30380,26696,1,5
12735,26696,1,5
34779,26696,1,5
4892,26696,1,5
5264,26696,1,5
11205,26696,1,5
13259,26696,1,5
21390,26696,1,5
23181,26696,1,5
28156,4501,1,5
22219,4501,1,5
12676,4501,1,5
15309,10925,1,5
3716,5015,1,5
13505,5015,1,5
22587,5015,1,5
29505,22518,1,5
19058,22518,1,5
30536,22518,1,5
11625,22518,1,5
1890,22518,1,5
7862,23345,1,5
34496,23345,1,5
19010,23345,1,5
22587,23345,1,5
3608,7451,1,5
29186,7451,1,5
27909,7451,1,5
13259,7451,1,5
27418,7451,1,5
22587,7451,1,5
5172,7451,1,5
29499,15936,1,5
12628,15936,1,5
19143,15936,1,5
12258,15936,1,5
29499,24251,1,5
19143,24251,1,5
12258,24251,1,5
29499,68,1,5
19143,68,1,5
12258,68,1,5
29499,7713,1,5
19143,7713,1,5
12258,7713,1,5
6069,7713,1,5
4578,7713,1,5
21009,7713,1,5
15250,7713,1,5
26674,7713,1,5
10510,7713,1,5
28890,28337,1,5
13968,28337,1,5
25870,28337,1,5
13390,28337,1,5
32002,28337,1,5
10056,28337,1,5
25045,28337,1,5
27656,430,1,5
26506,31884,1,5
15817,31884,1,5
24054,31884,1,5
16717,31884,1,5
6315,31884,1,5
1304,31884,1,5
18744,7999,1,5
23659,7999,1,5
22519,28,1,5
32840,1906,1,5
19293,1906,1,5
6337,21219,1,5
4367,21219,1,5
8950,21219,1,5
23661,21219,1,5
15614,21219,1,5
33412,21219,1,5
33931,21219,1,5
5979,21219,1,5
1482,21219,1,5
17202,21219,1,5
24740,32448,1,5
6067,32448,1,5
33348,5023,1,5
10030,5023,1,5
16701,5023,1,5
17737,5023,1,5
5964,5023,1,5
1272,5023,1,5
6540,5023,1,5
30522,5023,1,5
29056,5023,1,5
7311,5023,1,5
12654,5023,1,5
22875,5023,1,5
9027,5023,1,5
8070,5023,1,5
23896,15900,1,5
13150,15900,1,5
10446,15900,1,5
5356,29179,1,5
7547,29179,1,5
